data,lable
回复@死海是咸的:AB有一种钝感，不如天仙灵秀,0
真的一般，我已经用完一瓶了，有点黏的,0
[兔子],0
回复@半糖走冰不加盐:有井子有三角[疑问],0
所以，油头怎么洗头发,0
回复@吉普塞舞神:汤唯的确是气质取胜吧,0
泫雅,0
回复@宫珏_:我现在就差不多这个发型 但我真的很高晓松 http://t.cn/AiENkxr0,0
我太爱pb磨砂膏了!味道太好闻了!!!,0
哇塞 回复@仙女颜究所:我去看看 回复@仙女颜究所:我也是 回复@仙女颜究所:好的啊 回复@仙女颜究所:嗯好 回复@仙女颜究所:我也是 回复@仙女颜究所:啊哈哈哈 回复@仙女颜究所:[思考][思考][思考] 回复@仙女颜究所:[good][good][good] 回复@仙女颜究所:好哦哦 回复@仙女颜究所:马上去买 回复@仙女颜究所:原来是这样 回复@仙女颜究所:啊哈哈哈 回复@仙女颜究所:OK 回复@仙女颜究所:嘿嘿 回复@仙女颜究所:种草了 回复@仙女颜究所:等着呢 回复@仙女颜究所:[笑而不语][笑而不语][笑而不语],0
回复@我想要一瓶不用开瓶器的酒:我也是，我是骨头细，但是整体很大,0
回复@麋鹿的生活:漂亮妹妹，可以推荐好用身体乳吗[太开心],0
@全网最不热心网友Ka,0
6,0
不同味道效果有什么区别吗[并不简单],0
回复@牛牛是个小魔王:我也见有说擦身体乳会长毛，所以不敢用 擦身体乳会不会长毛啊,0
回复@Fallin_white:我本人 看脸就是个胖子 http://t.cn/AinGYBuM,0
回复@死海是咸的:哇 果然不能比,0
@我小马宝莉啦,0
回复@或许你喜欢可口可乐吗:所以，意思呢,0
我转发上瘾了[doge][doge][doge],0
保湿好，用着舒服@仙女颜究所 @微博抽奖平台,0
回复@仙女颜究所:[太开心][太开心][太开心],0
原来如此,0
回复@大王好好:哇，简直一模一样,0
回复@肉松芋泥麻薯司康先吃哪个_:最后好好看！,0
脂溢性皮炎[二哈][二哈][二哈] http://t.cn/Ain7MnYb,0
这个ab你也分析一下呗[doge] http://t.cn/AinUpLrs,0
俞飞鸿，说她有钱我承认，漂亮嘛，真谈不上。,0
我来啦,0
我就想问粘不粘？,0
@LuoHwugamo,0
哇我买了两瓶sesderma一直懒得擦 看了你的微博我要好好擦[泪][泪],0
也要分骨架和骨骼，有的人骨架大，骨骼细，也有的人骨架小骨骼粗。我手腕很细，但整体也是大骨架。,0
粉丝好可怕……,0
看看我哦,0
希望抽到我[哪吒得意][哪吒得意][doge][doge] really[doge][doge],0
有没有深圳呀,0
刺激,0
回复@牛牛是个小魔王:果酸长汗毛，超级快，我以前没有汗毛现在像男人一样,0
好用,0
可能是个肩宽小骨架,0
回复@吉普塞舞神:这不算大美人吧……至少也得是陈红级别的才叫大美人……,0
附赠的上海有吗,0
回复@牛牛是个小魔王:长毛了[失望]我一颗痣都长了 长毛啊啊啊啊,0
哇塞  你们都是天天涂身体乳么  我是个粗汉子[摊手],0
回复@仙女颜究所:好滴 谢谢博主[爱你],0
想要,0
回复@祝你长长久久好:哭了 我啥效果都没有 除了变穷了[跪了] 回复@祝你长长久久好:好像是烟酰胺也会促进长毛 不过这个好像看个人体质的,0
想要拥有的眼神[doge],0
Pb真的是好香??,0
回复@死海是咸的:中间这个兄弟有些难受吧,0
回复@轩哥在干嘛:她真的很好看啊 你想得美,0
回复@居哥做梦都想娶的女人:OK接受安利[羞嗒嗒],0
天生脸肉，苹果机还特别饱满[允悲]要哭了,0
两个凌厉的女人，演技实力派,0
蜜桃味！！！,0
木马[爱你][爱你][爱你],0
啊啊啊啊啊贫穷少女的需要!!!!康康我吧 哈哈,0
好像要好想要哦,0
哪里买,0
人间水蜜桃??,0
涂身体乳我都涂不到全身[允悲],0
回复@仙女崽子:md 我早看过了 行吧[哼],0
[喵喵]你又不红??,0
回复@鸢尾子弹:大鼻子不能留中分？？？,0
我对她属于无感，但是真的会觉得她长得土。。。就特别适合演乡村少女之类的 我是小矮子大骨架[泪],0
看她才知道 土肥圆想要变美女 是有多辛苦！！人跟人先天的差距，后天略显无力！！,0
我这样的还行吗 http://t.cn/Ain2r2a5,0
水蜜桃味我爱！！！！ [憧憬][憧憬],0
这个和Alpha哪个好啊,0
其实我觉得杨幂挺好看的，很有自己的感觉,0
回复@奶油兎卷:卧槽！我胳膊好多，戳开还有汗毛了！！,0
回复@一只小穷鬼:可能是脂溢性皮炎,0
为什么我觉得这身体乳好厚重，我涂了晚上睡觉感觉身上一点都不清爽一直有一层东西的感觉，而且真的太香了早上换衣服闻一下睡衣感觉被几个外国人包围了一样。我用了几次就拿来涂脚了。,0
正好要买,0
@CCCCCcccooii,0
??,0
i了,0
回复@伟大的中老年少女:果酸粉哪里买的,0
@海枯有鱼,0
好的??,0
我之前就种草了这个!,0
那中骨架呢,0
马?? ?? ?? ?? ??,0
这个哥哥马赛克了也能看出来好帅！,0
谁？哪个最好看？没看出来,0
回复@凉凉凉凉20881:天啊姐妹 我和你简直一模一样[泪],0
回复@纤纤薄荷之:一摸一样体重身高 圆润,0
五官吧,0
水蜜桃[可爱],0
@Monet_Garden,0
感觉很不错哎,0
郑爽表情挺多的也很漂亮啊,0
特别舒服的美,0
回复@伟大的中老年少女:我也求一个！,0
求个链接[羞嗒嗒],0
怕长毛诶,0
回复@我想要一瓶不用开瓶器的酒:同！全身上下只有肩膀最宽. 头小脸小 160的身高170的肩膀 这就算了.还配了个大胸.简直丑到飞起,0
回复@第九条鱼_:我也是,0
真的哇，我要试试去[哈哈],0
举例的这三个人都是大美人，在我看来完全没硬伤啊，所说的硬伤是哪里呢,0
我天 我也是一模一样情况 我要去下单了,0
没有广告嫌疑！这个真的好多人推荐了[坏笑][坏笑][爱你] 爱了[爱你],0
想要拥有！,0
回复@仙女颜究所:哎！白白的但是还是要长毛[允悲] 姐姐，别再评女星了，会招骂的，特别是相互比较这种，很招嫌的[允悲]@仙女颜究所 ，以后我们康康小花的颜吧，她们都很贴近关注你的小仙女的年龄的[憧憬],0
回复@祝你长长久久好:@我还没吃饱ai,0
回复@人间四月落灯花:好嘟,0
粗硬炸毛的人哭了??,0
偶也很需要！！！[可怜],0
@Qian_浅忆 @慢半拍cn,0
回复@想要猫咪亲亲:我也是，不会化,0
谢谢了呀 秋冬了正需要[害羞],0
回复@宠着杨幂by动动:嗯嗯守护最美的瘪嘴老太太,0
聪明之处在哪儿啊[允悲][允悲]可以帮忙分析一下吗 普通人真看不出来啊[泪] 回复@仙女颜究所:哦哦 好的 又涨一点知识！谢谢所长~ 笔芯[偷乐],0
滴滴,0
我就没有身体乳,0
为什么我搽了一个冬天还是有鸡皮，只是觉得白了一点,0
我,0
回复@Fallin_white:我也是[泪][泪][泪]大脸盘子，小手小手腕,0
上学的时候看刚出的这部剧觉得她好漂亮好可爱～现在怎么看都觉得面老不协调,0
洗衣液,0
我正在用蓝色款[哈哈],0
有点点贵，有没有超级平价的，学生党伤不起一直用[泪][泪][泪],0
回复@__na0mi:好好好的，谢谢分享鸭[羞嗒嗒][羞嗒嗒],0
水蜜桃变形计!,0
@疯了有没有没有被占用的名称,0
姐妹，真的那么好用吗[泪],0
@-WUZENGZHEN,0
特殊场合可以用一下，比如婚礼啊什么的，平时不用,0
有没有人敢发个链接，让我康康[悲伤],0
@HaizeiMeng,0
回复@仙女颜究所:关注了 中奖绝缘体嫩不能中一次,0
想不到我30岁了，还在学走路[泪][允悲][允悲][允悲],0
最近发现摩洛哥发油真的很棒！好用又好闻～推荐,0
转发微博,0
两人都挺low的，气质上的俗,0
喜欢,0
[哪吒开心],0
来啦！,0
急需[好喜欢],0
@超大的门牙l,0
额，古力娜扎是那段时间被全网黑然后每天心情不好不吃饭然后疯狂掉头发的，况且她也没有经常三七分吧[汗],0
想试试身体乳！！,0
@大鼻孔晨妹妹 我觉得以后我应该给你腰后面抹抹，肯定可以下,0
@miss0occ,0
看看我,0
@zyyunqq同学,0
@MEASHINW,0
@Ryanholic 你需要吗,0
@再喝一杯奶茶就够了喔,0
长毛,0
回复@不可疾行:他们说我不用看了我就是大,0
pp女孩好想要[泪],0
都重要,0
怎么每次微博推荐的都有你，能不能把我屏蔽了[允悲],0
用的什么护手霜[喵喵],0
康康我 想试试,0
我一直以为我是大骨架…… @-小睡天天水,0
没想到那扎是这样的臀[允悲],0
中的，算好吗[笑cry],0
回复@无赖啊WL:是说遗传的吗，我有同学去看过说是喜欢只能缓解,0
哇哦种草种草啦,0
懂了??淘宝启动,0
那该咋整,0
举手,0
瘦了真是穿啥都好看，已瘦24斤，即将到达目标体重[嘻嘻],0
@盒盒盒盒盒盒盒盒盒盒怪 飞鸿,0
@牟丽伟,0
没看出来[跪了]我多半是瞎了… http://t.cn/AinzsD5V,0
在哪儿买的呀,0
@穎子里,0
哇 哇 这个真的超好用,0
爱了呢,0
身体乳刚需[作揖],0
回复@我就是杨憨憨啊:……,0
论头发的美貌程度，全亚洲第一第一当属全智贤。,0
可是我手大诶，我能盖住中指，但是我觉得我骨架大,0
回复@云朵一定会由于紧张而变得苍白:我也是耶，真的可以！就是不注意要复发,0
[胖红拽]嘿嘿我来啦,0
我这个是不是呀 http://t.cn/Ain7M4dM,0
我可以拥有吗,0
回复@杭州小恶霸:你要是说刘海挡住就是脸小我也能找JENNIE有刘海的哈 http://t.cn/AinwxaCh 回复@杭州小恶霸:她不是最小的？还有谁比她小？好几个？组合总共就四个人，有刘海挡住跟没刘海也不一样[笑哈哈]没必要哈,0
[good],0
我的屁股蛋有救了吗[好喜欢],0
种草嘻嘻,0
所以现在着重练臀 http://t.cn/AinUpvhd,0
回复@烟火里lin:绿裙子也蛮心机，脸靠的比晚晚还后面，四个人，就热依扎最靠前！！！[允悲][允悲][允悲],0
最近我也有类似的感觉,0
回复@半岁盐:姐妹你推荐哪个好用。,0
来啦[嘻嘻],0
回复@脑内小剧场编剧:是什么牌子的,0
拉低中奖率,0
想试试！,0
也有表情很多，喜欢笑的,0
大家觉得,0
我买了觉得不行,0
回复@疆小北:我也是屁股鸡皮，自己摸着麻麻的不舒服,0
回复@是panpan不是pangpang:一起去吧！为了xz和web！,0
真的好用吗,0
我腿也是会长一颗一颗这种，还能挤出东西来。不过好像擦别的身体乳也能解决这种问题[偷笑],0
@山猫亭的鱼苗面包-,0
看看我呀 想换一个磨砂膏 之前的是李医生的,0
@passion耶,0
来啦来啦！！,0
想试试,0
@大白菜今天高兴了吗,0
[黑线],0
便宜哦,0
我太需要了[悲伤][悲伤][悲伤],0
@我的印象笔记,0
好好看啊,0
@朱彤_爱魔方 哇，你就是这个吧~要多注意哦,0
我好想试一试啊[爱你][爱你][爱你],0
回复@六元的又:哈哈哈哈哈我给自己判定上身小骨架 下身巨大骨架,0
didi刷卡上车,0
或许，我可以成为人间水蜜桃吗[喵喵] 最近对水蜜桃味真的着迷 康康我吧康康我[污],0
虎背熊腰小骨架,0
康康我,0
转发微博,0
我可能有机会,0
抽我吧hhh,0
??,0
有 就是吃药 不能晒太阳躺了一个月 每天生理盐水敷脸。慢慢好的 需要强大心理,0
说起发质怎么可以不放大s的照片呢？！她可是护发达人诶，都不让别人随便碰她的头发 回复@小呆沁酱酱:图片评论 http://t.cn/Ain5beIS,0
回复@仙女颜究所:就爱跟宁比呢 [爱你] 回复@仙女颜究所:跟宁一样呗 回复@做我的小熊吧:哈哈哈你也是她养的吧 [吐][吐][吐][吐][吐][吐] 回复@做我的小熊吧:yxh拿钱办事罢了 女人何苦为难女人？自己多优秀 只会躲在键盘底下敲打 不针对你 如果是你爱豆这么被jw 希望你也能一样理智[吃瓜] 回复@仙女颜究所:可怕 骂你了？？？[费解]这么有素质跟你说？还可怕 回复@做我的小熊吧:关你啥事 存在感？优越感在哪？,0
回复@我就是杨憨憨啊:杨幂差点认成了赵丽颖,0
最近买了屈臣氏的身体乳，35两瓶？？？好滋润！ 回复@敦敦蹲完谁来蹲:所以，到底几个人摸过你……[哈哈],0
两个混在一起用就可以？,0
黑粉们都如此没有素质,0
回复@我想要一瓶不用开瓶器的酒:同款，而且胯宽,0
我也要当铁粉[酸],0
稀饭,0
我不懂我什么骨架，手腕很细，大拇指能盖过中指一个指节还多，但是手很大也很细，脸小，身上骨头又很宽，肩膀不算很宽，但背就是显得宽,0
@旺仔小饼干er 试试，学会教我,0
说不痛的是认真的吗,0
回复@蔷薇屿Cy:之前看到过有人推这个身体乳,0
想用哦 [二哈][二哈][二哈],0
换季了，身体要补水,0
@而我听见下雨的声音呀,0
好看啊我的天,0
哈哈 回复@点外卖的王先生:这么野的吗 哈哈哈 回复@点外卖的王先生:我要笑死了哈哈哈哈哈哈,0
滚蛋，换头也配,0
回复@死海是咸的:说baby赢了的...,0
回复@Fallin_white:@一颗胖虾仁 我也是,0
看不清！,0
来了,0
回复@GISELLE北鼻:屁股已经不鸡了??，哈哈哈哈哈哈你好可爱。[允悲],0
不不不，我黄晓明不服,0
？？pb？,0
过来人告诉你只要坚持每天或隔天擦身体乳，什么身体乳都能使身体变滑 鸡皮减少,0
414[哪吒开心],0
鸡皮到夏天就是光滑了，啥都不涂也光滑，一到冬天还是废,0
这是baby嘛？为啥没认出来啊?? ?? ??,0
@兔子图图小姐  倩  来看,0
心动心动,0
我觉得我的pg需要它,0
回复@H寒M甍:男的话肩膀练宽几厘米不是问题，练大就会感觉壮点，而像手腕，真的要练粗，难难难，我一个男的我手腕跟手掌和女的一样细小[泪],0
看上了最后那个表情包哈哈哈,0
回复@鳗鱼要早睡:好的谢谢啦 回复@鳗鱼要早睡:那个主要是补水的吗 回复@鳗鱼要早睡:怎么打呀,0
@TOP塔塔崔 回复@TOP塔塔崔:害 我现在不能天天身体乳了[失望][失望],0
只有一个疑问，有啥洗发水推荐吗,0
回复@仙女颜究所:[偷笑],0
早就种草啦[哈哈],0
在宿舍不能天天洗澡[泪]洗完澡当天会涂抹，请问不洗澡的那两天每晚睡前涂抹行吗...,0
回复@我不是一一自然卷:以后戒糖了 回复@我不是一一自然卷:学了,0
@卷卷发呆,0
我来啦！！！！！！！！！！,0
啊啊啊想！,0
天猫活动价，200出头买了一红一蓝，不是特别好推，比较适合秋冬，准备干起来[嘻嘻][嘻嘻],0
头发少[允悲][允悲],0
扁头怎么办??,0
OK,0
我手背的纹看不到,0
我也想康康,0
回复@不会飞的小妃子:好苦,0
回复@视奸微博不得好死:我就是！我冬天再冷不敢穿多[泪],0
40肩宽 172身高  根本不敢胖[微笑],0
太自然了我的天,0
蜜桃味的！！！,0
美人在骨不在皮,0
回复@吉普塞舞神:五官上并非完美,0
我就是经常擦.身体滑的不行,0
哈哈,0
@塔塔菌,0
想拥有,0
害 来啦 啊呀呀呀呀呀,0
小骨架，奈何腿粗[允悲],0
回复@Fixxxx-:可能就是分泌物吧… 回复@Fixxxx-:我也不懂[允悲][允悲],0
仙女我来试试你哈哈哈哈,0
张柏芝好看但属于表情多的,0
我我也可以,0
[飞镖黄跳舞] 。,0
我来了,0
回复@Soleil系唔jy:同款手啊啊啊啊啊[悲伤],0
我的天汤唯有硬伤？那我不残疾了[跪了],0
还是泰尔丝救了我的命,0
我！,0
图1??也可以说明我手大,0
好看,0
回复@伟大的中老年少女:怎么调比例啊宝,0
@哎您吃了吗,0
虽然韩国包装术是真的厉害，但她的头颅比＋骨架小也是普通人所没有的，虽然头身比不怎么样但高跟鞋掩饰一切，nh也更喜欢偏小型骨架，最后，他本人的慵懒风swag也是自己一天天表情管理出来的，不觉得她本人对自己的风格把控的很好吗,0
好心动啊 安排了,0
不熬夜不摸脸不吃糖,0
想试试,0
回复@性感的蒜苗头:必须的,0
回复@KnightsCinderella:虽然不是很漂亮，但还是喜欢她哈哈 回复@KnightsCinderella:我就是她粉呐[二哈][二哈],0
我的天祛痘都这么贵吗,0
回复@死海是咸的:跪了@D咩呗,0
有点像姜思达[思考],0
[嘻嘻],0
想要,0
回复@小懒猫吖嘻:你真的好会描述[笑cry][笑cry],0
康康我吧,0
有没有人用过小林啊,0
回复@杨幂翻我:@仙女颜究所 这个请帮我分析下[爱你] http://t.cn/AinUNpBJ,0
我需要马上要入冬了 姐姐我来了,0
所以头发油应该怎么办呀，??????洗发水可以推荐？,0
回复@肉松芋泥麻薯司康先吃哪个_:好看呢！气质可爱又不显老,0
@-西兰花-花,0
抽我哈哈哈,0
我不用看。起皮了[互相膜拜],0
想要啊[泪][泪][泪][泪],0
香香,0
Wo,0
粉丝太吓人了[吃瓜][吃瓜],0
这个看起来还阔以惹,0
@今年不吃火锅了,0
[笑哈哈][笑哈哈],0
我怎么一动不动,0
这里,0
感觉可以唉,0
干皮女孩想被抽中,0
你真的好白……,0
因为经常在瑜伽垫上做跪式运动，膝盖被磨了两块黑，夏天都要擦掉粉底液才行[跪了],0
这个身体乳亲测会长毛,0
回复@若碰到了就不留情面s:而且近视会加深 我吃了一个月就没吃了,0
仙女 有沐浴露推荐吗？,0
@PK蔡,0
??,0
好想要磨砂膏 康康我,0
？？？？我竟然测量手围是小骨架  可是我一直觉得关节不纤细  肩宽肩平脸方方,0
收到,0
回复@点外卖的王先生:@UrMua @央财小粉丝儿,0
用起,0
回复@这是一个好运的名字:这个我需要啊[憧憬],0
嘻嘻想要鸭,0
看我 期待哎,0
回复@不可疾行:看手围我小骨架，看手指我是大骨架？？？,0
真为我还没用完的身体乳着急。,0
我小骨架 可是肉居多 还是肥胖儿童,0
回复@死海是咸的:个人  个人感觉刘亦菲很有第一夫人的风范[允悲][允悲]太喜欢她的颜了！ 回复@死海是咸的:两位都好看！但是刘亦菲的贵气真的太太太明显了嘛！,0
哇我居然是铁粉了奥 冲冲冲,0
回复@宮本三葉-:姐妹可以求个贴纸链接吗！,0
这时候ab和幂家粉丝正在撕呢 所以博主这样发就会被骂[跪了][跪了][跪了]惨,0
ym粉丝……我服了,0
（题外话。但是我还是很喜欢杨幂[doge] 单从性格来说,0
@恋爱茶包 我给你买这个吧,0
回复@宫珏_:精辟,0
回复@凉悸_凉小呆冲鸭:害怕,0
回复@点外卖的王先生:这博主一直都是分析脸部的 不是你们的粉粉黑黑,0
哇哇哇，鸡皮女孩想要尝试了,0
我来了,0
有什么办法能让你的广告不出现在我首页？？？ 能不能别买广告出现在我首页？？？,0
不还是一样吗[汗],0
回复@玫瑰花园井然:Sorry 算错了。是50 三十而立四十不惑五十知天命。人到60了。看很多东西都淡然了。生命也就还有一小半，还有什么看不开的,0
@Artembe-G 码起来 真的太疼了，试了一次[允悲],0
我的手肘需要它[太开心],0
我恨之前涌有sesderma的时候没有好好涂 用了三分之一腻了就丢了（,0
我可以！！！真的！,0
??,0
[并不简单][并不简单][并不简单],0
爱了,0
粉丝好吓人啊,0
长不长毛啊姐妹！！！！,0
天生沙发怎么办尼[泪]顶着一头钢丝球,0
头发好看我感觉我这一天都好看[允悲],0
好,0
[嘻嘻][嘻嘻][嘻嘻]正需要,0
三个仙女,0
转发微博,0
这才是女明星日常啊，说自己喝八杯全糖奶茶的是什么鬼。,0
回复@仙女颜究所:dei dei dei，就是这样[哈哈] 回复@敦敦蹲完谁来蹲:我也是，每天洗完澡擦干之后抹一遍，睡觉的时候摸着自己滑溜溜的身体，那种感觉……简直不要太美妙,0
我也想变成人间水蜜桃??,0
最简单的方法你们不用，非要用花钱的方法，还要等很久才见效果。然后还要一直花钱一直涂，搞不明白你们怎么那么有钱。刮痧呀，刮痧就可以呀,0
可以拥有吗,0
回复@我要瘦瘦瘦瘦i:用了3年了吧,0
塌塌又来了??,0
回复@肉松芋泥麻薯司康先吃哪个_:眼镜摘了就好看了,0
嘻嘻,0
还可以，有男生的吗,0
[good],0
回复@小太阳BILY:莫小在的防晒隔离喷雾，一点也不油,0
emmm评论粉丝吓人,0
回复@Fallin_white:我也[泪],0
看这边！需要惹,0
qq,0
冲呀,0
做完一至两个月是肿的吗？,0
搞得我想试试在普通身体乳里?果酸,0
[佐伊卖萌],0
我太需要了,0
我手腕能盖住一个指节是因为我手大[允悲],0
坚持涂了一夏天，肚皮白了好多，可能跟胖了也有关系哈哈，身上摸着滑滑的。这两天变天了，没涂就打回原样了[泪],0
回复@嘴歪同学:我的脂溢性皮炎两年，现在，五个月没复发了,0
回复@eyhiffnm:我是大骨架大脸盘儿[泪],0
回复@Teresa_Apr:@豆豆兜兜风飞,0
太干燥辽@liouhilk,0
回复@葱葱茏茏葱葱:[哆啦A梦吃惊]好像很强,0
又是大骨架又胖 行 我认了[微笑],0
康康,0
手腕巨细肩巨宽??,0
我来啦,0
回复@葵司霧:和黄小蕾   我的妈呀,0
太??动辽 我来????,0
不管别的 baby的颜值我是真的可,0
回复@温柔之人最可爱:我也有那样的 我一般洗澡时挤[doge][doge] 回复@温柔之人最可爱:那粉刺可以挤嘛[泪][泪],0
福利,0
用过芒果味的，很夏天,0
回复@狐狸的肥仓仓:棒，baby好看死了 回复@我就是杨憨憨啊:优秀,0
回复@花椒酸了:我也是呜呜，每次买衣服多害怕显肩宽[泪][泪] 回复@kynky:一样姐妹呜呜呜[泪] 回复@我想要一瓶不用开瓶器的酒:一样呜呜呜,0
我也想,0
评论里好多憨批？？？这不是过来败坏ym的路人缘？@Axuana_,0
回复@IJUSTWANNABE:粉随真主 太妹本质,0
回复@仙女颜究所:有没有推荐或者链接啊，不知道哪儿买靠谱，我也是鸡皮可严重,0
回复@我就是杨憨憨啊:这张ab看起来好可怕啊,0
回复@你要不要吃雪糕·:涂屁股[嘻嘻] @你要不要吃雪糕· 梁,0
谢娜好看吗,0
那我不行 我怪相还蛮多的[doge]（不过都是跟朋友聚会的时候总喜欢做鬼脸...）好吧！要时刻提醒自己！自我修炼的路还很长！ps.俞飞鸿真的是气质女神我的爱[心],0
@在野区里安静,0
回复@小笼包不蘸醋谢谢:同 旁边的是baby？看不出来[允悲],0
回复@我喜欢哈士奇0610:我也长了 怎么办呐,0
蜜桃女孩儿～,0
mio酱最后的倔强：抽不中也要试一试！,0
社交恐惧症的很怕和别人对视啊[跪了],0
真的很难看，60岁的老阿姨说，你还没我好看,0
@阿铭Jemmy 想去南韩被包装一下咯,0
回复@敦敦蹲完谁来蹲:真的是，我一个三十多岁的老阿姨今年夏天开始涂抹的，效果真的很明显，有了效果每天再累也会想涂,0
回复@半岁盐:我买的Olay的烟酰胺身体乳 橙花味的熏的我头疼,0
头脸小的,0
略略略,0
@上古_神之弃地 @许啦啦-_- 搞起,0
回复@总有一天会养只金毛的:姐妹，我也是在担心这个问题，到底长不长毛[允悲],0
看看我叭哈哈哈哈 拉低中奖率,0
@derrieretoi,0
好得,0
P7是谁啊，好漂亮,0
回复@Fallin_white:yea，is me,0
给我康康,0
[笑而不语],0
J 越来越性感了,0
身体乳！,0
回复@伟大的中老年少女:我也来求一个果酸粉,0
@李雪_花,0
[亲亲][亲亲][亲亲][亲亲]美幂 http://t.cn/AinUCEhy 幂幂好看[亲亲][亲亲][亲亲][亲亲][亲亲][亲亲] http://t.cn/AinUC0Vk,0
一直get不到她的美,0
回复@疆小北:我也是……,0
回复@权萌萌的小龙女:谢谢啦！！！[佐伊卖萌] 回复@权萌萌的小龙女:推荐一下防晒吧[三三蹦跳][三三蹦跳][三三蹦跳],0
知道自个不是啥美女，但是在尽量往氛围美女那方面发展哈,0
抽我！磨砂初体验靠你了！,0
本一米八壮汉竟然测出来小骨架[允悲],0
她的腿真的可以有！太好看了！,0
?? 我来啦,0
头发油容易掉发，换洗发水是治标不治本，实质是缺乏蛋白质，在饮食上加强营养才是最重要的,0
抽我抽我抽我用力抽我,0
@江CHUNLE 你,0
来辽，身体乳真的是是巨好用！,0
回复@鹿切:我之前用果酸的也挺好的，现在的OLAY用不完、发愁,0
她适合硬一点的造型 太软妹了不可,0
巧了，就是喜欢泫雅 CL那一挂的，清纯甜美入不了眼,0
小姐姐们你们都用的什么磨砂膏嘛？？ 回复@amscici:什么磨砂膏啊小姐姐？ 回复@GISELLE北鼻:小姐姐用的什么磨砂啊？ 回复@疆小北:我也是，想要个不鸡皮的屁股[允悲][允悲],0
难受，宽肩的我上衣难买啊[允悲],0
换脸后遗症嘛都崩成这样了 http://t.cn/AinUNNqY,0
俺来了,0
苦命女孩好想要 需要,0
??,0
哭了！虎背熊腰的大骨架[泪],0
回复@半岁盐:我觉得除了使用感味道还得便宜大碗[笑cry]身体乳用起来真的好费的，很快就完了,0
别去这家！真的好烂 回复@死海是咸的:人比人得死啊,0
回复@疆小北:哈哈哈哈 回复@疆小北:那你就是鸡屁股[哈哈],0
@风土光盐 不就是你吗,0
@狮子座的Pny 是你安利的那个吗？,0
[熊猫][熊猫],0
回复@_愿你是个谎:有的人说会长毛,0
哇噢！俺来了！,0
回复@小熊软糖的大号:我也不知道为撒 唉 心累了…,0
@加州壽司,0
回复@小懒猫吖嘻:哈哈哈哈 佩服姐妹的语言能力[笑cry],0
别问为什么 我爱iu,0
回复@好想ci荔枝:可以求个原图吗,0
@NA_NA77,0
sesderma用起来好香[允悲]现在换了olay烟酰胺，想变白 棒,0
回复@芒芒草莓去冰五分糖:效果好好！,0
回复@权萌萌的小龙女:哈哈哈哈啊哈哈可爱 回复@权萌萌的小龙女:哈哈哈哈哈哈哈哈不骂你  这张图幂幂确实没有baby好看哈哈哈哈哈哈,0
还有洗发水不能直接上头，要先打出泡泡；水温度要控制在40度左右；用指腹按摩头皮；护发素不能摸头皮……女生真的是太不容易了,0
好的谢谢！,0
我以为是不用磨砂膏才有鸡皮,0
这不科学啊，我从小就很壮实，特别瘦的时候也被人说大身板子，竟然是小骨架？,0
回复@房佳妮_:亲，你的是不是明明有头发但是看过去头顶那里有头皮露出来很大一块那种，我好像也是阿[笑cry],0
回复@d_dn:不舍得[吃瓜] 回复@amscici:康康这位姐妹！已经拿luna来搓屁屁了！@d_dn,0
@疑朵,0
有没有姐妹头发明明很干 但是一头头屑的啊 用专业去头屑的 感觉头发越来越干[泪][泪][泪],0
很需要！,0
回复@21-金钟大line:静僻,0
我大拇指可以盖过中指一个指甲 但是我为什么觉得我骨架大[疑问][疑问][疑问],0
呜呜呜为什么我会搓泥,0
瞬间中草～,0
我是笑不开 和巩俐这张情况差不多 也不知道为什么真的很想笑的很好看！！！ http://t.cn/Ainz0ycU,0
帮忙研究一下这张图[羞嗒嗒][羞嗒嗒][羞嗒嗒] http://t.cn/AinUNrDp,0
回复@M简简单单-:图片评论 http://t.cn/AinU0QNK 回复@M简简单单-:这张同样超话拿的精修 说黑图你们问粉丝认吗？ http://t.cn/AinU0jQ0 回复@M简简单单-:@仙女颜究所 看看我在ab粉那拿的图 完美假人 http://t.cn/AinUNraM,0
回复@我想要一瓶不用开瓶器的酒:是我本人了 手腕巨细 肩膀宽[二哈],0
回复@這個莱姆不太酷:哇，有用什么药吗,0
头发毛躁怎么办呀 刚种草就看你推荐了[悲傷],0
我买了维b还没吃[跪了]不知道会不会减少头皮出油,0
回复@HAWAII-I:哈哈哈原来是这样 回复@HAWAII-I:哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈你这个大光明怎么和我一样这样说呀哈哈哈哈哈哈哈哈哈,0
怎么说呢 感觉以前的少女感 除了年龄 还有靠整体感 气质在撑 现在虽然是按照少女感的方向整 但是把整体感破坏掉了,0
来了！！,0
[憧憬][憧憬][憧憬][憧憬],0
还好我讨厌甜食,0
回复@疆小北:屁股每周磨砂，每天润肤露，我屁股已经不鸡了，但是腿和手臂还是鸡。。,0
我可以！,0
不错的一股水蜜桃的味道，洗完滑滑的！还有留香[爱你],0
哇 想试试 想,0
回复@奔跑的卷卷_:+10086[泪][跪了],0
杨幂很美啊怎么了[ok],0
我还来得及吗,0
回复@敦敦蹲完谁来蹲:我用了身体乳之后，长毛……,0
我测出来竟然是小骨架？？？我明明是大骨架啊[跪了][跪了][跪了],0
回复@Frogwithtail:我之前就想艾特你来着,0
回复@芒芒草莓去冰五分糖:刘亦菲其实有点秃,0
